"beta1","beta2","alpha1","alpha1.x","alpha1.y","zeta1","alpha2","alpha2.x","alpha2.y","zeta2","theta","inv.fc","rc","xi","xi.x","xi.y","w","w.x","w.y"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
