"beta1","beta2","alpha1","alpha1.x","alpha1.y","zeta1","alpha2","alpha2.x","alpha2.y","zeta2","theta","inv.fc","rc","xi","xi.x","xi.y","w","w.x","w.y"
-5.62753283883083,-3.58138594869475,0.805951973305512,0.823503279923043,0.788400666687981,1.04452382490051,0.31701569952825,0.321346199046629,0.312685200009871,1.02769878151088,293.07240704501,120.526478339155,199.163396535954,101.73997706422,112.851651376146,90.6283027522931,0.538092636641835,0.613883256552245,0.462302016731425
