"fc","beta1","beta2","beta.r2","alpha1_min.x","alpha1_mean.x","alpha1_max.x","alpha1_sd.x","alpha1_IQR.x","alpha2_min.x","alpha2_mean.x","alpha2_max.x","alpha2_sd.x","alpha2_IQR.x","rc_min.x","rc_mean.x","rc_max.x","rc_sd.x","rc_IQR.x","rmax_min.x","rmax_mean.x","rmax_max.x","rmax_sd.x","rmax_IQR.x","alpha.r2_min.x","alpha.r2_mean.x","alpha.r2_max.x","alpha.r2_sd.x","alpha.r2_IQR.x","alpha1_min.y","alpha1_mean.y","alpha1_max.y","alpha1_sd.y","alpha1_IQR.y","alpha2_min.y","alpha2_mean.y","alpha2_max.y","alpha2_sd.y","alpha2_IQR.y","rc_min.y","rc_mean.y","rc_max.y","rc_sd.y","rc_IQR.y","rmax_min.y","rmax_mean.y","rmax_max.y","rmax_sd.y","rmax_IQR.y","alpha.r2_min.y","alpha.r2_mean.y","alpha.r2_max.y","alpha.r2_sd.y","alpha.r2_IQR.y","zeta1","zeta2","theta"
0.00294081916356878,-1.41595762332659,-6.17901576346017,0.991384345270527,0.834521330627332,0.892600979099234,0.910546406115397,0.0144075025033371,0.0158095312445388,0.29477187351898,0.414278986461824,0.698186673700175,0.0959000340430621,0.111143101309773,33.8530968464524,69.0642225998773,124.123151247304,21.8765528781269,18.8710006074395,193.62,235.595263157894,267.379999999999,20.6385299257588,34.5749999999999,0.998174700935862,0.9989492963413,0.999552936938171,0.000379635945738237,0.000429229621881744,0.884341637642173,0.935408381841422,0.98705277990011,0.0320142951196626,0.0527902360127549,0.467885719006855,0.574735830835164,0.677134764331756,0.0481850564788286,0.0305711174300669,88.2900453839084,116.238358962398,134.428954412939,11.8846026065937,15.3618577180001,295.039999999999,328.567272727272,350.359999999999,16.7236753142757,18.44,0.998714569463298,0.999488450581187,0.999896876874816,0.000388780944014534,0.000722475524135069,1.04795805039939,1.38731591419524,272.641878669276
