"beta1","beta2","alpha1","alpha1.x","alpha1.y","zeta1","alpha2","alpha2.x","alpha2.y","zeta2","theta","inv.fc","rc","xi","xi.x","xi.y","w","w.x","w.y"
-1.90162875271294,-5.24971973741205,NA,NA,NA,NA,NA,NA,NA,NA,78.9041095890411,160.342086822429,NA,29,32,26,2.17639551704401,3.42652296074135,0.926268073346676
