"beta1","beta2","alpha1","alpha1.x","alpha1.y","zeta1","alpha2","alpha2.x","alpha2.y","zeta2","theta","inv.fc","rc","xi","xi.x","xi.y","w","w.x","w.y"
-4.72895250847775,-2.85262364881619,0.519513460902493,0.473233659425807,0.565793262379179,1.19558964395237,0.272363042616986,0.280872410146014,0.263853675087958,1.06450065572285,231.076320939335,44.3827595380876,55.5263157894737,49.2307692307692,48.4615384615385,50,0.500865173976646,0.256127882597697,0.745602465355595
