"fc","beta1","beta2","beta.r2","alpha1_min.x","alpha1_mean.x","alpha1_max.x","alpha1_sd.x","alpha1_IQR.x","alpha2_min.x","alpha2_mean.x","alpha2_max.x","alpha2_sd.x","alpha2_IQR.x","rc_min.x","rc_mean.x","rc_max.x","rc_sd.x","rc_IQR.x","rmax_min.x","rmax_mean.x","rmax_max.x","rmax_sd.x","rmax_IQR.x","alpha.r2_min.x","alpha.r2_mean.x","alpha.r2_max.x","alpha.r2_sd.x","alpha.r2_IQR.x","alpha1_min.y","alpha1_mean.y","alpha1_max.y","alpha1_sd.y","alpha1_IQR.y","alpha2_min.y","alpha2_mean.y","alpha2_max.y","alpha2_sd.y","alpha2_IQR.y","rc_min.y","rc_mean.y","rc_max.y","rc_sd.y","rc_IQR.y","rmax_min.y","rmax_mean.y","rmax_max.y","rmax_sd.y","rmax_IQR.y","alpha.r2_min.y","alpha.r2_mean.y","alpha.r2_max.y","alpha.r2_sd.y","alpha.r2_IQR.y","zeta1","zeta2","theta"
0.00335599435233971,1.04232510964608,-5.72934171612239,0.997283102680451,0.764066620427162,0.902494215298236,0.951395284379239,0.0347208492479,0.0235555341212623,0.137489784920867,0.350852323413234,0.492002347316683,0.0899395307805067,0.144444113335831,40.9112770767547,66.7676934338597,90.2325264589499,12.1077224550777,18.102754750957,112.394105466428,179.544821020522,337.182316399283,73.5265353125654,93.6617545553564,0.996406513742633,0.99869669253614,0.999384096250892,0.00062697920238561,0.000762294801237129,0.669189006832039,0.873757203126407,0.94581269092184,0.0703310103100704,0.0657211169181475,0.161744775606285,0.482829356629429,1.16870184776738,0.19354662151424,0.131078601299241,40.6956415510111,110.182821503778,339.782295494617,91.1672407484686,31.0347650555819,103.027930010892,249.65702162514,468.308772776782,125.176350730525,248.203649571694,0.980859643646516,0.996847675892527,0.999858801026381,0.00436443415882806,0.00114705869679999,1.03288901318238,1.37616120632256,88.7671232876712
