"beta1","beta2","alpha1","alpha1.x","alpha1.y","zeta1","alpha2","alpha2.x","alpha2.y","zeta2","theta","inv.fc","rc","xi","xi.x","xi.y","w","w.x","w.y"
-6.32125890217886,-3.56850951605874,0.479489635250514,0.508886154163114,0.450093116337914,NA,0.284796155621222,0.247314025043702,0.322278286198742,0.767392764684088,48.6105675146771,34.8093917857606,51.4583333333333,49.5833333333333,51.6666666666667,47.5,3.50885807772738,4.80584205438664,2.21187410106811
