"beta1","beta2","alpha1","alpha1.x","alpha1.y","zeta1","alpha2","alpha2.x","alpha2.y","zeta2","theta","inv.fc","rc","xi","xi.x","xi.y","w","w.x","w.y"
0.490327349422816,-4.58649975740325,0.774221393695908,0.787470576685233,0.760972210706584,1.03482172621526,0.34176520927159,0.330834836675392,0.352695581867789,1.06607751895803,121.87866927593,700.404298112212,115.984011549573,81.8228828828824,80.6054054054049,83.0403603603598,0.851908139593157,0.935648048847383,0.768168230338931
