"beta1","beta2","alpha1","alpha1.x","alpha1.y","zeta1","alpha2","alpha2.x","alpha2.y","zeta2","theta","inv.fc","rc","xi","xi.x","xi.y","w","w.x","w.y"
-5.79973269313505,-3.45147315081434,0.551553909757087,0.577182185920827,0.525925633593347,1.09745969592179,0.356445205022511,0.402009689994705,0.310880720050317,1.29313162273183,291.663405088063,78.6251651726212,62.8333333333333,62.8333333333333,65.6666666666667,60,0.339393410109188,0.370979992812629,0.307806827405747
